Source,ldh_spear,ldh_p,xdh_spear,xdh_p,xdx_spear,xdx_p,BERT_spear,BERT_p
I03U-gNSC-r1-Di-N14-VS-N70-W,0.36405868905841904,0.001947307456876459,0.3771269726226257,0.001290089017725069,0.2595292557147181,0.030036857168797112,0.5067736681266856,7.586591408870162e-06
I03U-gNSC-r2-Di-N14-VS-N70-W,0.3831992256971511,0.0010592488680010238,0.4308865801040957,0.0001963835005560015,0.2222352990631331,0.06444749254214081,0.5531236367930509,6.847512568610565e-07
I04T-gNSC-r1-In-N14-VS-N70-W,-0.03030658123196736,0.8033184988499427,-0.02393134461174372,0.8441038265661601,0.20945994992840608,0.0818108009273418,0.7039788501162535,1.0596900718152963e-11
I04T-gNSC-r2-In-N14-VS-N70-W,0.06254319196826226,0.6070031190715374,0.07838883135142195,0.5189059894543637,0.10996329925227312,0.3648270165958497,0.6746985224503916,1.511506681873609e-10
I04U-gNSC-r1-In-N14-VS-N70-W,0.15319943402251324,0.2054525658102412,-0.047566938041851366,0.6957756221494522,0.33057284584563823,0.005189758234718702,0.28192546585045924,0.01805607280396603
I04U-gNSC-r2-In-N14-VS-N70-W,-0.07485516895545034,0.5379792587187398,-0.11435850756863696,0.34585404276128,0.13893349800228555,0.2513632775992937,0.34296634312936125,0.003654896215817641
I05T-gNSC-r1-Di-N14-VS-N70-W,0.6428959999915179,1.9647170525697144e-09,0.6434023092500306,1.8905109696834168e-09,0.6746655704216801,1.5157765381716619e-10,0.6576403721787503,6.214080533627369e-10
I05T-gNSC-r2-Di-N14-VS-N70-W,0.6645825912790747,3.5343201277721553e-10,0.6800464746099575,9.516711606356169e-11,0.7223321596362553,1.6891960168467568e-12,0.6058735559982141,2.7376565167907726e-08
I05U-gNSC-r1-Di-N14-VS-N70-W,0.2887179621728602,0.015352439925859513,0.25897098090416343,0.030405245517074124,0.3051040312971463,0.010220647174027998,0.45062840031266505,9.056144227358821e-05
I05U-gNSC-r2-Di-N14-VS-N70-W,0.2509599905747023,0.0361231452792025,0.26222340261459065,0.028311375954879293,0.3034751964747851,0.010653138615029487,0.1274845358245,0.2929346424371336
I06T-gNSC-r1-Tr-N14-VS-N70-W,0.3058652074349818,0.010023832696288345,0.30038904483375584,0.011516357412966385,0.5520001284859449,7.290137338565828e-07,0.5837842634746977,1.1299097334318843e-07
I06T-gNSC-r2-Tr-N14-VS-N70-W,0.33208603843506435,0.004975992236468336,0.3223274346649492,0.006503213318614996,0.5266666951869392,2.82243583325098e-06,0.4699672614979399,4.04648290696873e-05
I06U-gNSC-r1-Tr-N14-VS-N70-W,0.19795776742367144,0.10044239939608827,0.18774164971752366,0.1196246159256377,0.28175360632712804,0.01812945518564853,0.27353346969357384,0.021950467939715366
I06U-gNSC-r2-Tr-N14-VS-N70-W,0.08883183274733586,0.4646046207511601,0.15366195258753995,0.20407119599528584,0.2373380785458544,0.04789212016212215,0.19991015447014535,0.0970658756731804
I07T-gNSC-r1-In-N14-VS-N70-W,0.5207195691171861,3.818155237673923e-06,0.5207195691171861,3.818155237673923e-06,0.4678117258792289,4.4373389607543686e-05,0.5543981843986892,6.376058015220639e-07
I07T-gNSC-r2-In-N14-VS-N70-W,0.5211284232697696,3.7403397091299683e-06,0.5211284232697696,3.7403397091299683e-06,0.484311218692473,2.155987809643128e-05,0.5120289940802742,5.87784548938304e-06
I07U-gNSC-r1-In-N14-VS-N70-W,0.3702343267277414,0.0016063865197334837,0.3702343267277414,0.0016063865197334837,0.3461109018938677,0.0033363059184800823,0.44311384817400534,0.00012227283090789835
I07U-gNSC-r2-In-N14-VS-N70-W,0.4884929438995369,1.7848510839540867e-05,0.4962349994785273,1.2498064963108995e-05,0.5402519181180184,1.3846237150213205e-06,0.45554868009282284,7.411572132549069e-05
I08T-gNSC-r1-Di-N14-VS-N70-W,0.2854459967120341,0.016607846080086572,0.2760038109689193,0.0207360996872458,0.4875950384657698,1.8591273788568808e-05,0.38929153268531236,0.0008658458354358057
I08T-gNSC-r2-Di-N14-VS-N70-W,0.30075580479501346,0.011410692350918995,0.2966052061213373,0.012657011663467518,0.4794807775511406,2.673588531236702e-05,0.3813100514707163,0.0011267076834863238
I08U-gNSC-r1-Di-N14-VS-N70-W,0.3488785163793076,0.0030766184207534127,0.3695510739088328,0.0016412620083190786,0.3771454637768331,0.001289322060361586,0.44207608249145475,0.00012737935545478394
I08U-gNSC-r2-Di-N14-VS-N70-W,0.3133733874919379,0.008252599918102196,0.3470429794498727,0.0032467478201712017,0.34329195704107396,0.0036206960541172906,0.5186490498866628,4.236063837048051e-06
I09T-gNSC-r1-Tr-N14-VS-N70-W,0.7386032217316505,2.9219614420853645e-13,0.7496379699734429,8.243118749334108e-14,0.7759763836600567,3.0275017436242862e-15,0.7241637925419615,1.3950989271949007e-12
I09T-gNSC-r2-Tr-N14-VS-N70-W,0.7437849891541953,1.6258441204791e-13,0.7522691264885174,6.037106120339441e-14,0.7764596573056826,2.837628385770355e-15,0.718631641483661,2.474710302893982e-12
I09U-gNSC-r1-Tr-N14-VS-N70-W,0.12890085376532354,0.2875608139160454,0.1412722068654448,0.24339317743714434,0.18153410199263545,0.13258061181147954,0.6300322272535551,5.1049787886013435e-09
I09U-gNSC-r2-Tr-N14-VS-N70-W,0.4278717895825638,0.0002201175221794589,0.481865232480431,2.405146906069968e-05,0.5821688935883566,1.2482066978474894e-07,0.6472759905921162,1.40482089682729e-09
I10T-gNSC-r1-In-N14-VS-N70-W,0.632732525634362,4.193050326820308e-09,0.6402242572642436,2.4045006485484237e-09,0.6227051439648015,8.625666964324298e-09,0.51956897670342,4.045361275112211e-06
I10T-gNSC-r2-In-N14-VS-N70-W,0.6473971918034919,1.3917345973236595e-09,0.6530965554279299,8.91987930243642e-10,0.6105379530119055,2.00129818894358e-08,0.5095737866049297,6.625587676463329e-06
I10U-gNSC-r1-In-N14-VS-N70-W,0.19834659870890872,0.09976274324954454,0.19834659870890872,0.09976274324954454,0.1356107968789647,0.2629899007699359,0.5644338858855719,3.59793622081516e-07
I10U-gNSC-r2-In-N14-VS-N70-W,0.5093961699996622,6.682993916714362e-06,0.5093961699996622,6.682993916714362e-06,0.17500166150764576,0.1473337102745478,0.47950239669501243,2.6710342732051117e-05
I11T-gNSC-r1-Di-N14-VS-N70-W,0.20182809729969675,0.09383597070904116,0.2775421508169401,0.020009193864589044,0.12295608809330005,0.31055619290908704,-0.13826696315407416,0.25366699666115855
I11T-gNSC-r2-Di-N14-VS-N70-W,0.2089003656268521,0.08264876803880855,0.2651752657990488,0.026517461281179856,0.1146991558807559,0.34440968993325105,-0.1256031217634416,0.3001744398314976
I11U-gNSC-r1-Di-N14-VS-N70-W,0.11185114681305554,0.3566010915616392,-0.01921200452003784,0.8745675320521955,0.10094077512782357,0.4057187065606689,-0.10701631242192562,0.3778973951965735
I11U-gNSC-r2-Di-N14-VS-N70-W,0.1500771217902229,0.2149517526600127,0.08741191423813591,0.4718013190554991,0.08380157306229549,0.4903674292914666,0.30040327728964183,0.011512241205844313
I12T-gNSC-r1-Tr-N14-VS-N70-W,0.4475763659250123,0.00010239206257811686,0.4201242719874008,0.00029368720005099855,0.6435371333531036,1.87120528377167e-09,0.7177159654387747,2.7174146711990854e-12
I12T-gNSC-r2-Tr-N14-VS-N70-W,0.27312688773084626,0.02215602200301316,0.28985550747407834,0.014935546873303675,0.3811551667650256,0.0011324069206514243,0.5875784174163539,8.923766024812138e-08
I12U-gNSC-r1-Tr-N14-VS-N70-W,0.4205311368039985,0.00028932307192226775,0.4239449444233295,0.0002549786733179147,0.35915688650656924,0.00226269570450973,0.465849264578791,4.8233419388379883e-05
I12U-gNSC-r2-Tr-N14-VS-N70-W,0.3501072052435044,0.002967221828011854,0.40241244282158267,0.0005534956908141349,0.36944675452864295,0.0016466463370262445,0.4961965879150856,1.2520449070052835e-05
I13T-gNSC-r1-In-N14-VS-N70-W,0.3694958779962601,0.0016441089076168658,0.3694958779962601,0.0016441089076168658,0.4043762888791071,0.0005168196980877554,0.3709752253726149,0.0015693234611174709
I13T-gNSC-r2-In-N14-VS-N70-W,0.4152327495853244,0.0003510875140087789,0.4152327495853244,0.0003510875140087789,0.4195323379838263,0.0003001441250895793,0.39682848217542077,0.0006711013482834287
I13U-gNSC-r1-In-N14-VS-N70-W,0.2798647954665493,0.01895292866679309,0.2798647954665493,0.01895292866679309,0.2762536368153681,0.020616541880768856,0.2485943801318868,0.03797377155200729
I13U-gNSC-r2-In-N14-VS-N70-W,0.2979205887224557,0.012249865018503805,0.2979205887224557,0.012249865018503805,0.2437532089547365,0.04200731228876247,0.1992281202475405,0.09823517482507071
I14T-gNSC-r1-Di-N14-VS-N70-W,0.24620338423904334,0.03992369123487758,0.25806753925279546,0.031009435063900723,-0.17920371661280224,0.13770955044193056,0.552041974381464,7.273179405873262e-07
I14T-gNSC-r2-Di-N14-VS-N70-W,0.04261519356957584,0.7261258279428042,0.4835219528399855,2.23363203505742e-05,0.21149762734530225,0.07881621983638519,0.44676530722539454,0.00010576741854318085
I14U-gNSC-r1-Di-N14-VS-N70-W,0.3463862795673733,0.003309620248118669,0.27941793897992795,0.019152358127333256,0.2847765264318811,0.016875297576106025,0.197010548088124,0.10211319046146809
I14U-gNSC-r2-Di-N14-VS-N70-W,0.23232807239364656,0.05294512293929012,0.24924918880801056,0.03745379050765497,0.17632465981231354,0.14425087128194256,0.19540192985144111,0.10500007104971591
I15T-gNSC-r1-Tr-N14-VS-N70-W,0.7380106419698642,3.1218237826766053e-13,0.7387894368711374,2.8617325346294467e-13,0.7159109137183796,3.264279857388831e-12,0.7266825606785204,1.0697346018504933e-12
I15T-gNSC-r2-Tr-N14-VS-N70-W,0.7412077999856178,2.1800068117141158e-13,0.7474791484011354,1.0612834673080711e-13,0.7535796489586859,5.162111497799228e-14,0.7728431820494084,4.5896028064301675e-15
I15U-gNSC-r1-Tr-N14-VS-N70-W,0.4745701016047502,3.316374408971262e-05,0.475445101567236,3.1922415359403234e-05,0.6773400409558624,1.2041786006382493e-10,0.6455078493049894,1.6095744268588541e-09
I15U-gNSC-r2-Tr-N14-VS-N70-W,0.4777499795171984,2.8856058300177558e-05,0.4825304671171203,2.334856450176242e-05,0.6707902301780669,2.1068454691689043e-10,0.6572668200929359,6.402996722611324e-10
I16T-gNSC-r1-Tr-N14-VS-N70-W,0.2785920777459616,0.01952565740019921,0.32870870701348515,0.005464225787093889,0.2039739770584264,0.09032276124072047,0.4962036097463868,1.2516354349386385e-05
I16T-gNSC-r2-Tr-N14-VS-N70-W,0.3298416394453008,0.005295931385981574,0.28861762207728353,0.01538968906545141,0.2189269182409795,0.06862949712455663,0.49040387870858193,1.6358800336392477e-05
I16U-gNSC-r1-Tr-N14-VS-N70-W,0.3056595182767866,0.010076688849428262,0.3996630752267155,0.0006088279378861316,0.4916991333989196,1.5415830182095798e-05,0.6260262450085259,6.811991439107228e-09
I16U-gNSC-r2-Tr-N14-VS-N70-W,0.28989849591020456,0.014919985371026687,0.3984802130213504,0.0006341454883487776,0.4925888057210806,1.4797747557816569e-05,0.6018830649713498,3.565016402474841e-08
I17T-gNSC-r1-Di-N14-VS-N70-W,0.37337254897201794,0.0014546138203659642,0.4364070476537069,0.00015891491257465903,0.7210870267601139,1.9221107815216824e-12,0.6977225424226661,1.9202290983977928e-11
I17T-gNSC-r2-Di-N14-VS-N70-W,0.4697709297735737,4.080714584416958e-05,0.4995452897499475,1.0703286042222532e-05,0.4638305164471698,5.252702145328085e-05,0.5316010877243258,2.186939665692996e-06
I17U-gNSC-r1-Di-N14-VS-N70-W,0.4540037090990125,7.895541044391706e-05,0.3998024824474573,0.0006059054978426081,0.3689183166148269,0.0016741659515332994,0.4838970319105513,2.1964147820006173e-05
I17U-gNSC-r2-Di-N14-VS-N70-W,0.3013460454827633,0.01124240793217997,0.3847237741912796,0.0010074973111029797,0.29112883728904404,0.014480491923123682,0.3487032528000909,0.003092512595646634
I18T-gNSC-r1-In-N14-VS-N70-W,0.8279595717212149,9.584707707419795e-19,0.8188052591984151,4.759810380264602e-18,0.8301745805226168,6.412113770246889e-19,0.8784883036351201,1.6789588788040444e-23
I18T-gNSC-r2-In-N14-VS-N70-W,0.8322453774413571,4.380279419229221e-19,0.8231185663489099,2.26268575320412e-18,0.841897843068842,6.906041112829152e-20,0.879508722995203,1.28247489691563e-23
I18U-gNSC-r1-In-N14-VS-N70-W,0.8713596997994436,1.0330285220515914e-22,0.8757692093811993,3.4019493862615736e-23,0.858469622189555,2.129859254289963e-21,0.8819891514494429,6.594763380668063e-24
I18U-gNSC-r2-In-N14-VS-N70-W,0.8425279834599374,6.095340332904389e-20,0.8665289102621301,3.3313179232120747e-22,0.8916452733465906,4.262735786013273e-25,0.879599104457873,1.2520902981017763e-23
I19T-gNSC-r1-Tr-N14-VS-N70-W,0.008652782263542156,0.9433244015446091,0.045959546220264935,0.7055782399444219,-0.06850144518686735,0.5731167518920612,0.4861789269077004,1.9821421854695574e-05
I19T-gNSC-r2-Tr-N14-VS-N70-W,0.04868561709586306,0.6889825005320378,0.05216316117413901,0.6680234344712851,0.19896079108195264,0.09869648106466164,0.46568791930375236,4.856423360484297e-05
I19U-gNSC-r1-Tr-N14-VS-N70-W,0.3214686440696776,0.0066555340802165845,0.30504541374572336,0.010235942216295145,0.06494207694864022,0.5932547219155566,0.4799384972644152,2.619991741005896e-05
I19U-gNSC-r2-Tr-N14-VS-N70-W,0.3740277483720272,0.0014246064894505304,0.3482130046262473,0.0031373612829031353,0.04251209184727467,0.7267624416904028,0.5080034041781645,7.149530278421449e-06
I20T-gNSC-r1-In-N14-VS-N70-W,0.4390202666826394,0.0001435791829434652,0.441291401665478,0.00013137018603620148,0.4296334601689368,0.00020594767825382262,0.4273918436145701,0.00022413007647084518
I20T-gNSC-r2-In-N14-VS-N70-W,0.5091292161528764,6.770149588124161e-06,0.518213756084231,4.329206240723748e-06,0.5020014401698171,9.5303518425219e-06,0.5055942595580983,8.02911361884003e-06
I20U-gNSC-r1-In-N14-VS-N70-W,0.4097713442383318,0.0004271678033964828,0.4163214427379076,0.0003374903355649235,0.38048457870342295,0.0011573840868321313,0.4099974935534801,0.0004237403337608992
I20U-gNSC-r2-In-N14-VS-N70-W,0.4163214427379076,0.0003374903355649235,0.4163171623918091,0.00033754283824415066,0.38048457870342295,0.0011573840868321313,0.36340686928603916,0.0019868351914723555
I21T-gNSC-r1-Di-N14-VS-N70-W,0.2015948397673196,0.09422422553606123,0.223863536658343,0.062466158183023736,0.2522946850807481,0.03511260217778285,0.5964507917455096,5.0778302223775024e-08
I21T-gNSC-r2-Di-N14-VS-N70-W,0.2578979110304485,0.031123992433354463,0.29089920152616633,0.01456166308548263,0.29539761781909324,0.013041051518428687,0.5731014356467194,2.161391215062587e-07
I21U-gNSC-r1-Di-N14-VS-N70-W,-0.21923825756103826,0.06822687847033196,-0.049942921846146265,0.6813767662132316,-0.049824558354076086,0.6820914408123,0.09299903365875749,0.44383254869690225
I21U-gNSC-r2-Di-N14-VS-N70-W,-0.042283943416066325,0.7281718264570864,-0.07595153609829274,0.5320248983612411,0.0280038750717065,0.8179956883581401,0.3356381594345335,0.0045044914979114874
I22T-gNSC-r1-Tr-N14-VS-N70-W,0.2358227266372227,0.049376846556621515,0.15216977014801156,0.20855161557828067,0.15523402892244514,0.1994254198814025,0.5968540876479554,4.947334506722771e-08
I22T-gNSC-r2-Tr-N14-VS-N70-W,0.2450700881461085,0.04087653204882112,0.3048034754684508,0.010299281992528298,0.3879766181638756,0.0009046482938832726,0.5480844717549509,9.052550396865831e-07
I22U-gNSC-r1-Tr-N14-VS-N70-W,0.2260709760453636,0.0598589782771207,0.3407477067639507,0.0038956693681583454,0.2659562823406628,0.02605921082081103,0.3862106236668419,0.0009592403578919049
I22U-gNSC-r2-Tr-N14-VS-N70-W,0.08081739631882902,0.5059985731146159,0.08329804831516781,0.4929869640782597,0.0586268866628829,0.6297414388265776,0.4105957762789474,0.00041479358976049125
I23T-gNSC-r1-Di-N14-VS-N70-W,0.09626897513138367,0.427902935998654,0.1965870622425384,0.10286713329526356,0.2436873655489846,0.04206452345317297,0.6911906374843686,3.515368353931867e-11
I23T-gNSC-r2-Di-N14-VS-N70-W,0.09766542706069764,0.4212005492374654,-0.005547753025730955,0.9636446767733828,0.047374735975560175,0.6969451840970224,0.6090703903945378,2.2098349925058104e-08
I23U-gNSC-r1-Di-N14-VS-N70-W,0.030817350426228067,0.8000718916796843,0.09376954826940254,0.4400494404018212,-0.026867320521711542,0.8252633550481746,0.6551120662538166,7.604213110658031e-10
I23U-gNSC-r2-Di-N14-VS-N70-W,-0.2045742363292406,0.0893587784694048,-0.08142399803797556,0.5028005708147968,-0.0146613722582055,0.9041159136001586,0.6489379744264971,1.235171530004646e-09
I24T-gNSC-r1-In-N14-VS-N70-W,0.46050504177862606,6.0379007452717675e-05,0.4679302094504832,4.414976686997688e-05,0.513895513480737,5.363035017715877e-06,0.26629875747410076,0.025860389385869053
I24T-gNSC-r2-In-N14-VS-N70-W,0.6714077615379292,1.9998111599669752e-10,0.6722998856195532,1.854305747698597e-10,0.6398050369666002,2.4814898878657533e-09,0.5564764776215895,5.672285903300577e-07
I24U-gNSC-r1-In-N14-VS-N70-W,-0.15103426965585104,0.21200745435940874,-0.1792332497120518,0.1376436288266874,0.3851644619045384,0.0009929702797776842,0.5151549213969695,5.039853726578376e-06
I24U-gNSC-r2-In-N14-VS-N70-W,0.015563795837470362,0.898244620212433,0.1033999579480123,0.3943163578919501,0.6197619112970438,1.0608323781831508e-08,0.5629133849378897,3.928534774492679e-07
I25T-gNSC-r1-Tr-N14-VS-N70-W,0.072182441224789,0.5526304784450746,0.06597078480005343,0.587402076197761,0.034313788804111726,0.7779407879204512,0.7438141227125454,1.6204301714358181e-13
I25T-gNSC-r2-Tr-N14-VS-N70-W,0.04840227461081627,0.6907007917167067,0.05833718292869159,0.631437538238413,0.08037733735139803,0.5083250944193611,0.7638172595719337,1.467686069810793e-14
I25U-gNSC-r1-Tr-N14-VS-N70-W,0.1258867493912834,0.2990756220581051,0.151221143679617,0.21143594883119687,0.42318044668779176,0.00026232772861308536,0.729771418355374,7.692947728205836e-13
I25U-gNSC-r2-Tr-N14-VS-N70-W,0.31377105741258005,0.008166948907984025,0.286425964721853,0.016222917538747744,0.4472225818863503,0.00010385198303516066,0.7448554585775304,1.4378870730734662e-13
I26T-gNSC-r1-Di-N14-VS-N70-W,0.42468607131407815,0.0002480349066092901,0.6030459128581823,3.3022111411198406e-08,0.5787308228750564,1.540093924911849e-07,0.5926781032735856,6.466986567393571e-08
I26T-gNSC-r2-Di-N14-VS-N70-W,0.5211539106747931,3.7355383377529603e-06,0.5151754694037958,5.034735232828711e-06,0.2275891494979057,0.058117629999883874,0.4095182116470177,0.0004310342252170777
I26U-gNSC-r1-Di-N14-VS-N70-W,0.4409007683659343,0.00013339956620233846,0.4285041525486121,0.00021493133883225025,0.3139461403081798,0.008129486455015142,0.5871215489000243,9.182469359213523e-08
I26U-gNSC-r2-Di-N14-VS-N70-W,0.4180814026426791,0.00031652466923716384,0.4442950798397249,0.00011669029771855988,0.3126548261605421,0.008409359388800547,0.5514825256351366,7.50299628375169e-07
I27T-gNSC-r1-In-N14-VS-N70-W,0.43042643144029,0.00019984705157245617,0.4368067600222678,0.00015647552212424463,0.4374267735075128,0.00015275974874263897,0.4358336289717566,0.00016247553754754367
I27T-gNSC-r2-In-N14-VS-N70-W,0.4513461652057227,8.796899272159524e-05,0.4469739335753759,0.00010488951649611009,0.4454771472544383,0.00011133985996151605,0.4451726827799828,0.00011269590294895342
I27U-gNSC-r1-In-N14-VS-N70-W,0.17276953049377736,0.15264623109963926,0.17276953049377736,0.15264623109963926,0.1618264213264024,0.18076635365207191,0.4788513600647131,2.748955768288155e-05
I27U-gNSC-r2-In-N14-VS-N70-W,0.465393810444152,4.917267484913415e-05,0.4747093052733414,3.29633089975036e-05,0.4213789631285394,0.00028041928947051707,0.4269268916509017,0.00022808117345109576
I28T-gNSC-r1-Di-N14-VS-N70-W,0.11033404087113326,0.36320250465922793,0.1692511686605338,0.16130741631554638,0.0020031201597162187,0.9868693647340964,0.3562273922611909,0.0024723283863742644
I28T-gNSC-r2-Di-N14-VS-N70-W,0.3047789665674784,0.010305717440402757,0.2919879534987998,0.014180263336635725,0.14624614890845564,0.2270243938561949,0.37124094807637753,0.0015562195283861234
I28U-gNSC-r1-Di-N14-VS-N70-W,0.17616369347046534,0.14462334916250516,0.12866984385094515,0.28843284939631497,0.109986795617888,0.364723928920988,0.24742885865018602,0.03891415668247654
I28U-gNSC-r2-Di-N14-VS-N70-W,0.13755254700579664,0.2561521175049687,0.027436853418826908,0.8216196216176402,0.0901917503660498,0.4577684007792244,0.22483488606971577,0.06130781516975185
I29T-gNSC-r1-Tr-N14-VS-N70-W,0.3554241768547868,0.002532761601259301,0.35507752608376114,0.0025592488475364448,0.4549585871151144,7.593088896099099e-05,0.5428815597741125,1.2019559076375337e-06
I29T-gNSC-r2-Tr-N14-VS-N70-W,0.222096344088525,0.06461890336105762,0.23152094113383045,0.0537985145053581,0.2647578509612387,0.0267651517862252,0.6406762885316821,2.324034819621664e-09
I29U-gNSC-r1-Tr-N14-VS-N70-W,0.13287979982428932,0.27281374919098,0.11324342604158692,0.3506083445361907,0.21363192450651275,0.07577381295942041,0.5593961921738603,4.80634069305255e-07
I29U-gNSC-r2-Tr-N14-VS-N70-W,0.4073940109660917,0.000464760584002253,0.4198281280873991,0.0002969015217218675,0.2665958339080827,0.0256889639816644,0.4493084578131743,9.551384687019653e-05
I30T-gNSC-r1-In-N14-VS-N70-W,0.35707247362269523,0.002410140691679304,0.362409266169367,0.002048727069292701,0.28137212396067524,0.01829325744682678,0.6460195460659723,1.547568593070459e-09
I30T-gNSC-r2-In-N14-VS-N70-W,0.3888469154005713,0.0008787941012314607,0.40296888952407184,0.0005428702641009286,0.48581233074856,2.015199922709178e-05,0.4636404301185848,5.294903338873083e-05
I30U-gNSC-r1-In-N14-VS-N70-W,0.19728594171233865,0.10162521200768587,0.1948639044814952,0.10597963673541368,0.15130393186011387,0.21118311113629387,0.2130593628847194,0.07658064114156365
I30U-gNSC-r2-In-N14-VS-N70-W,0.12407436178002546,0.3061423571263031,0.11401923751864512,0.3472962965942198,0.1910106634324261,0.11320355516157575,0.19956536010016854,0.09765563373882992
