Source,ldh_spear,ldh_p,xdh_spear,xdh_p,xdx_spear,xdx_p
I12U-gNSC-r1-Tr-N50-VS-N70,0.4445614874785126,0.00011546416401608717,0.4336155148329635,0.00017695084655661026,0.2120022461353397,0.07808826636660042
I12U-gNSC-r2-Tr-N50-VS-N70,0.4461966223427251,0.00010819498510684896,0.43232062601540144,0.0001859399678531513,0.2346066089893858,0.050595511474328815
I13T-gNSC-r1-In-N50-VS-N70,0.3694958779962601,0.0016441089076168658,0.3694958779962601,0.0016441089076168658,0.3929286347680956,0.0007662457874763525
I13T-gNSC-r2-In-N50-VS-N70,0.40383884032929424,0.0005266302137029104,0.40383884032929424,0.0005266302137029104,0.404376288879107,0.0005168196980877554
I13U-gNSC-r1-In-N50-VS-N70,0.2762536368153681,0.020616541880768856,0.2762536368153681,0.020616541880768856,0.2906982714200932,0.0146330088575954
I13U-gNSC-r2-In-N50-VS-N70,0.11014033886102907,0.36405071329764804,0.11014033886102907,0.36405071329764804,0.11736265616339164,0.3332464938175158
I14T-gNSC-r1-Di-N50-VS-N70,0.2976679251208199,0.01232717907327592,0.33739245012949654,0.004286575506122837,0.22249280837448954,0.06413080669075923
I14T-gNSC-r2-Di-N50-VS-N70,0.26572869764732593,0.026192046704503074,-0.04829012571367249,0.691381334409983,0.1935861227654972,0.1083344464267349
I14U-gNSC-r1-Di-N50-VS-N70,0.2517438953906711,0.03552672750280936,0.2391655716020997,0.04615055844520122,0.25919996122076644,0.030253692014137593
I14U-gNSC-r2-Di-N50-VS-N70,0.274012678669889,0.021710280850789698,0.2748826988730628,0.021279926784864005,0.416780523418998,0.0003319024211813454
I15T-gNSC-r1-Tr-N50-VS-N70,0.7006694759140716,1.4540179464016903e-11,0.7186637370540199,2.466591807419305e-12,0.753579648958686,5.1621114977992276e-14
I15T-gNSC-r2-Tr-N50-VS-N70,0.7513321337021722,6.74823611250669e-14,0.7503074035689177,7.617913346614963e-14,0.7506284531618392,7.334480288736093e-14
I15U-gNSC-r1-Tr-N50-VS-N70,0.6573336998944271,6.368776135859879e-10,0.6603632807248395,4.989046232073314e-10,0.6642830891773255,3.622529822560399e-10
I15U-gNSC-r2-Tr-N50-VS-N70,0.6884797520167473,4.497300476063562e-11,0.6884797520167473,4.497300476063562e-11,0.4647592116726253,5.0509647438421614e-05
I16T-gNSC-r1-Tr-N50-VS-N70,0.3029684578337928,0.010790894102850177,0.316924664359509,0.007514817633608935,0.2095362738756827,0.08169703132247245
I16T-gNSC-r2-Tr-N50-VS-N70,0.3649894437133232,0.0018920877899400957,0.29843516521763813,0.012093704523047224,0.21779863303847172,0.07010459741148374
I16U-gNSC-r1-Tr-N50-VS-N70,0.37762409096280525,0.001269612642790898,0.4024321171018882,0.0005531168015029589,0.49834064073412077,1.1326575900715875e-05
I16U-gNSC-r2-Tr-N50-VS-N70,0.3966731871679815,0.0006746746760802492,0.445336620102422,0.00011196386797903816,0.49389227912331635,1.393378178122247e-05
I17T-gNSC-r1-Di-N50-VS-N70,0.371608910924637,0.0015382363288994883,0.6663024543005509,3.066131668563332e-10,0.6136788239370021,1.6159937596989152e-08
I17T-gNSC-r2-Di-N50-VS-N70,0.6461347345116761,1.5339275248128303e-09,0.5077379811941645,7.241823265827664e-06,0.49545178764829195,1.2961937774947594e-05
I17U-gNSC-r1-Di-N50-VS-N70,0.44574577810243715,0.00011015592561160649,0.43933561619625583,0.00014182369298814168,0.38071220541583267,0.0011488504989007298
I17U-gNSC-r2-Di-N50-VS-N70,0.4100222423548212,0.00042336677426358136,0.40742167844982236,0.00046430625429062414,0.37432479948878894,0.0014111866365971151
I18T-gNSC-r1-In-N50-VS-N70,0.8280501215729368,9.429548633697044e-19,0.8217061953888946,2.8928904865996274e-18,0.83116352778763,5.348637847318194e-19
I18T-gNSC-r2-In-N50-VS-N70,0.8568260368460301,3.066027826505615e-21,0.8602877076882316,1.4157719175441435e-21,0.8723024825404939,8.174873734928589e-23
I18U-gNSC-r1-In-N50-VS-N70,0.8897550919844964,7.433246661022856e-25,0.8873945289610279,1.4678015797930938e-24,0.8985019926783534,5.183613156179134e-26
I18U-gNSC-r2-In-N50-VS-N70,0.8920965252454369,3.7271408489456614e-25,0.8923055817865924,3.5016522421846545e-25,0.8949063959555998,1.593526455030338e-25
I19T-gNSC-r1-Tr-N50-VS-N70,0.09786508660520911,0.4202472134340144,0.11103448429808838,0.36014541260897825,-0.016544055851679586,0.8918730878332379
I19T-gNSC-r2-Tr-N50-VS-N70,0.08247335305165646,0.49729313947592746,0.09774162350183835,0.42083657961880716,0.2549307312766896,0.033185997497812175
I19U-gNSC-r1-Tr-N50-VS-N70,0.31984777373291573,0.006951585840407512,0.33007355865160415,0.005262050262814617,0.14717741021081998,0.2240471069475769
I19U-gNSC-r2-Tr-N50-VS-N70,0.32754690783253426,0.005641692466689841,0.2982758964568946,0.012141853054987321,0.13104021582864733,0.2795676560701553
I20T-gNSC-r1-In-N50-VS-N70,0.3892450094641738,0.0008671925498976718,0.38928570205844776,0.0008660145114744237,0.4273627049983771,0.0002243758355960467
I20T-gNSC-r2-In-N50-VS-N70,0.41653932185251175,0.00033482767817484256,0.4210815918181891,0.0002835132660084453,0.39534176614396305,0.0007060275834449486
I20U-gNSC-r1-In-N50-VS-N70,0.40976713210221155,0.000427231880964645,0.41627436619083125,0.00033806818686093814,0.3772309616591131,0.0012857812119761451
I20U-gNSC-r2-In-N50-VS-N70,0.4162786452170303,0.00033801562566297574,0.41632144273790755,0.0003374903355649235,0.36765872600701305,0.0017414372886770384
I21T-gNSC-r1-Di-N50-VS-N70,0.3021674682519505,0.01101179871781309,0.3323947372277384,0.0049333515422671625,0.2968133377581245,0.012591819699524264
I21T-gNSC-r2-Di-N50-VS-N70,0.36302376104434375,0.0020104021940691268,0.32118386405064236,0.006706732298661863,0.29857342200664994,0.012052042347901153
I21U-gNSC-r1-Di-N50-VS-N70,-0.1376222686654989,0.25590886284207764,-0.18529143129021516,0.12461754843168912,-0.062270725052612316,0.6085734309683977
I21U-gNSC-r2-Di-N50-VS-N70,0.13506927585547227,0.2649186079794724,-0.10283774162888584,0.3969062931511318,0.16993804530693687,0.1595886403515656
I22T-gNSC-r1-Tr-N50-VS-N70,0.4790955361782062,2.719486426235028e-05,0.20518799819219663,0.08838150656143062,0.3427873922316314,0.0036738139627013806
I22T-gNSC-r2-Tr-N50-VS-N70,0.11507690741558864,0.34281242662913103,0.06359987416986687,0.6009299444900337,0.24855881831771587,0.03800218204329632
I22U-gNSC-r1-Tr-N50-VS-N70,0.22280089995367158,0.0637535664154697,0.30770686712391065,0.009561237067545731,0.13660251898798884,0.25948235940428876
I22U-gNSC-r2-Tr-N50-VS-N70,0.17479428317508733,0.1478213723950603,0.1493393505952605,0.21724080225653533,0.1498263470978915,0.21572790538516687
I23T-gNSC-r1-Di-N50-VS-N70,0.05547461787263356,0.6482976344667797,0.09066800085099562,0.45538743660228653,0.10996432503363272,0.3648225157234155
I23T-gNSC-r2-Di-N50-VS-N70,0.04075868226333365,0.7376170046321895,0.06075451719427327,0.6173439100381488,0.1154224083199736,0.341355590427895
I23U-gNSC-r1-Di-N50-VS-N70,-0.06514047746001568,0.592123927598754,0.028913760139996036,0.812188425537542,0.04316564210971668,0.722730157191342
I23U-gNSC-r2-Di-N50-VS-N70,-0.03046282444078107,0.8023250135608796,0.019003677863758284,0.8759168338343362,-0.02402045212205998,0.8435306725521463
I24T-gNSC-r1-In-N50-VS-N70,0.6290900986919298,5.4653557129674e-09,0.6073690724830229,2.477373465402679e-08,0.6355140365491231,3.4168483256844664e-09
I24T-gNSC-r2-In-N50-VS-N70,0.6443973716830577,1.752375252019829e-09,0.6491222934910662,1.2176076978476094e-09,0.6553538867939757,7.459403664282762e-10
I24U-gNSC-r1-In-N50-VS-N70,-0.057096833339600826,0.6387206719856211,-0.018558801439079887,0.8787994105575888,0.3843213842539885,0.001020929563699771
I24U-gNSC-r2-In-N50-VS-N70,-0.0009429241954276414,0.9938188335753361,0.037306518461448925,0.7591361383778472,0.3670826649256381,0.001773005100754789
I25T-gNSC-r1-Tr-N50-VS-N70,0.08035862754288979,0.5084241315970099,0.07034887999098151,0.5627910301843548,0.05715846499267248,0.6383579676993043
I25T-gNSC-r2-Tr-N50-VS-N70,0.05384682888671404,0.657965021759608,0.053304244439975085,0.6611999818665819,0.08780513132916921,0.46980234884496364
I25U-gNSC-r1-Tr-N50-VS-N70,0.25368914658996194,0.03408211961131734,0.24833360202206245,0.03818251901405358,0.08829330713219667,0.4673270247573369
I25U-gNSC-r2-Tr-N50-VS-N70,0.33294621243275,0.0048579796231350255,0.24704019670607946,0.03923201124852025,0.17213539523802435,0.15418116852013514
I26T-gNSC-r1-Di-N50-VS-N70,0.5955502840743035,5.381074660886482e-08,0.5393782225854769,1.4508792559612195e-06,0.4677764841293213,4.4440106292214486e-05
I26T-gNSC-r2-Di-N50-VS-N70,0.4675285567968746,4.491209613228457e-05,0.48102068860785646,2.4972191857360562e-05,0.39041730573961214,0.0008338304111845266
I26U-gNSC-r1-Di-N50-VS-N70,0.46041805934023017,6.05982592037522e-05,0.4884026816540362,1.792190841258532e-05,0.4049284456817406,0.0005069143804209263
I26U-gNSC-r2-Di-N50-VS-N70,0.4345733290425094,0.00017056064295317098,0.37913905741891857,0.0012090071352778386,0.3344226932207209,0.004661174484663087
I27T-gNSC-r1-In-N50-VS-N70,0.44756383784296244,0.00010244343573162954,0.44756383784296244,0.00010244343573162954,0.4476632401253707,0.00010203647611072221
I27T-gNSC-r2-In-N50-VS-N70,0.4526300744939991,8.350194462102666e-05,0.44791084035330736,0.00010102926026922014,0.4536316206618844,8.016383027459778e-05
I27U-gNSC-r1-In-N50-VS-N70,0.4488406263238822,9.732831800726107e-05,0.4442694541400421,0.00011680886986594835,0.4309022385115398,0.00019626661523334198
I27U-gNSC-r2-In-N50-VS-N70,0.4520265948156496,8.557483698091095e-05,0.4520265948156496,8.557483698091095e-05,0.4255692042970595,0.00023998723452074003
I28T-gNSC-r1-Di-N50-VS-N70,0.3133872301251438,0.00824960531321658,0.36958485809222824,0.0016395216735585639,0.1646233980801641,0.17324520103965596
I28T-gNSC-r2-Di-N50-VS-N70,0.3826694595024846,0.0010777873015327599,0.3962870011387206,0.0006836358782332387,0.16600169176804222,0.16962419123223857
I28U-gNSC-r1-Di-N50-VS-N70,0.13320684404818378,0.27162455304243854,0.2039902430696406,0.09029653153476669,0.08273408215489216,0.4959296193918109
I28U-gNSC-r2-Di-N50-VS-N70,0.09424282939433297,0.4377346999664391,-0.061281777300574464,0.6142878426664404,0.3288555471186777,0.0054421501441160895
I29T-gNSC-r1-Tr-N50-VS-N70,0.3829963109560289,0.001066315238469161,0.39202672415797607,0.0007899234873400586,0.4018440198381012,0.0005645450097637136
I29T-gNSC-r2-Tr-N50-VS-N70,0.3909775475204054,0.0008183013590523557,0.3849073112601753,0.001001423901997285,0.3957925188749707,0.0006952678918733411
I29U-gNSC-r1-Tr-N50-VS-N70,0.18314854931541807,0.12911310005525511,0.17556590523592894,0.14601294626788006,0.43874286435754184,0.00014513994229306415
I29U-gNSC-r2-Tr-N50-VS-N70,0.3488398273747832,0.003080120743731254,0.35199130413326096,0.0028062030426515036,0.4451604170293512,0.00011275085067915718
I30T-gNSC-r1-In-N50-VS-N70,0.5409591870641677,1.3330828652864572e-06,0.5444623124281367,1.1033203442479325e-06,0.23574938972835877,0.04944964845406796
I30T-gNSC-r2-In-N50-VS-N70,0.2424272224534249,0.04317193986781522,0.2477640150000966,0.03864178008013379,0.21686535456321276,0.07134387872312781
I30U-gNSC-r1-In-N50-VS-N70,0.15405624689516326,0.20289881451700953,0.14642315986462634,0.22645636881010522,0.1835243665370918,0.12831589245842245
I30U-gNSC-r2-In-N50-VS-N70,0.13225791181757224,0.27508464813430406,0.12965238691772552,0.2847359078044954,0.13515701698782426,0.2646054597436649
